prism:publicationDate	tb:type.matrix	tb:nchar.matrix	tb:ntax.matrix	tb:ntax.tree	tb:quality.tree	tb:type.tree	tb:kind.tree
2000	Standard	2557	21				
2000				20	Unrated	Consensus	Species Tree
2000				21	Unrated	Consensus	Species Tree
2000				20	Unrated	Single	Species Tree
2000				20	Unrated	Single	Species Tree
1998	DNA	1878	48				
1998				42	Unrated	Consensus	Species Tree
1998				41	Unrated	Consensus	Species Tree
1998				42	Unrated	Consensus	Species Tree
1998				41	Unrated	Consensus	Species Tree
1998				41	Unrated	Consensus	Species Tree
1998				42	Unrated	Consensus	Species Tree
1998				40	Unrated	Consensus	Species Tree
2000	DNA	432	16				
2000	DNA	377	16				
2000	DNA	658	16				
2000				16	Unrated	Single	Species Tree
2000	DNA	600	27				
2000	DNA	384	27				
2000				27	Unrated	Consensus	Species Tree
2000				27	Unrated	Single	Species Tree
2000				27	Unrated	Single	Species Tree
2001	Standard	2723	44				
2001				44	Unrated	Single	Species Tree
2001	Protein	349	22				
2001	DNA	809	10				
2001	DNA	1047	22				
2001	Standard	13	12				
2001	Standard	1171	11				
2001				21	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				22	Unrated	Single	Species Tree
2001				21	Unrated	Single	Species Tree
2001				11	Unrated	Consensus	Species Tree
2001				12	Unrated	Consensus	Species Tree
2001	DNA	752	67				
2001				67	Unrated	Single	Species Tree
2001				67	Unrated	Single	Species Tree
2001				67	Unrated	Single	Species Tree
2001	DNA	571	11				
2001	DNA	538	11				
2001				11	Unrated	Single	Species Tree
2001	DNA	1807	40				
2001				32	Unrated	Single	Species Tree
2001	Standard	5079	35				
2001	Standard	136	35				
2001	DNA	5072	35				
2001				35	Unrated	Single	Species Tree
2001				35	Unrated	Single	Species Tree
2000	DNA	1141	44				
2000	DNA	1134	44				
2000	DNA	1040	44				
2000				44	Unrated	Consensus	Species Tree
2000				44	Unrated	Single	Species Tree
2000				43	Unrated	Consensus	Species Tree
2000				44	Unrated	Consensus	Species Tree
2000	DNA	1241	7				
2000				7	Unrated	Single	Species Tree
2000	DNA	1172	7				
2000				7	Unrated	Single	Species Tree
2000	DNA	1141	24				
2000				24	Unrated	Single	Species Tree
2000				24	Unrated	Single	Species Tree
2000				24	Unrated	Single	Species Tree
2001	Standard	895	31				
2001				31	Unrated	Single	Species Tree
2001	DNA	345	111				
2001				111	Unrated	Consensus	Species Tree
2001				111	Unrated	Consensus	Species Tree
2001	DNA	1679	17				
2001				17	Unrated	Single	Species Tree
2001				17	Unrated	Single	Species Tree
2000	DNA	815	90				
2000				90	Unrated	Single	Species Tree
2000				90	Unrated	Consensus	Species Tree
2001	DNA	2043	93				
2001				93	Unrated	Single	Species Tree
2001				93	Unrated	Consensus	Species Tree
2001	DNA	197	21				
2001	DNA	174	21				
2001				21	Unrated	Consensus	Species Tree
1997	Standard	40	10				
1997				10	Unrated	Single	Species Tree
1997				10	Unrated	Single	Species Tree
2003	Standard	357	234				
2003				234	Unrated	Single	Species Tree
2003				234	Unrated	Single	Species Tree
2000	Standard	132	29				
2000				29	Unrated	Consensus	Species Tree
2001	DNA	1434	319				
2001				319	Unrated	Single	Species Tree
2002	DNA	1910	66				
2002	DNA	412	11				
2002				26	Unrated	Single	Species Tree
2002				50	Unrated	Single	Species Tree
2002				10	Unrated	Single	Species Tree
2001	DNA	2684	134				
2001				133	Unrated	Single	Species Tree
2001				133	Unrated	Single	Species Tree
2001				122	Unrated	Single	Species Tree
2001				133	Unrated	Single	Species Tree
2001				133	Unrated	Single	Species Tree
2001				133	Unrated	Single	Species Tree
2001				133	Unrated	Single	Species Tree
2001				133	Unrated	Single	Species Tree
2001	DNA	821	31				
2001	DNA	674	13				
2001				31	Unrated	Single	Species Tree
2001				13	Unrated	Single	Species Tree
2001	DNA	593	24				
2001	DNA	626	20				
2001				24	Unrated	Single	Species Tree
2001				20	Unrated	Single	Species Tree
2001	DNA	1777	26				
2001	DNA	1712	12				
2001				12	Unrated	Single	Species Tree
2001				26	Unrated	Single	Species Tree
2001	DNA	691	24				
2001				24	Unrated	Consensus	Species Tree
2001				24	Unrated	Consensus	Species Tree
1999	DNA	755	12				
1999				12	Unrated	Consensus	Species Tree
2001	DNA	1062	9				
2001				9	Unrated	Single	Species Tree
2001	Standard	186	18				
2001	Standard	186	68				
2001	DNA	8128	18				
2001				18	Unrated	Single	Species Tree
2001				18	Unrated	Single	Species Tree
2001				68	Unrated	Consensus	Species Tree
2001				18	Unrated	Single	Species Tree
2001	DNA	831	19				
2001				19	Unrated	Single	Species Tree
2001	DNA	580	47				
2001	DNA	818	47				
2001	DNA	300	46				
2001	DNA	1173	47				
2001				47	Unrated	Single	Species Tree
2001				46	Unrated	Single	Species Tree
2001				47	Unrated	Single	Species Tree
2001				47	Unrated	Single	Species Tree
2001				47	Unrated	Single	Species Tree
2001	DNA	174	19				
2001	DNA	1232	10				
2001	DNA	8658	10				
2001	DNA	1232	10				
2001	DNA	586	18				
2001				10	Unrated	Single	Species Tree
2001				13	Unrated	Single	Species Tree
2001				10	Unrated	Single	Species Tree
2001				13	Unrated	Single	Species Tree
2001				10	Unrated	Consensus	Species Tree
2001				19	Unrated	Single	Species Tree
2001				19	Unrated	Single	Species Tree
2001				10	Unrated	Single	Species Tree
2001				10	Unrated	Single	Species Tree
2001	DNA	984	30				
2001				27	Unrated	Single	Species Tree
2001				27	Unrated	Single	Species Tree
2001				27	Unrated	Single	Species Tree
2001				27	Unrated	Single	Species Tree
2001				27	Unrated	Single	Species Tree
2001				27	Unrated	Single	Species Tree
2001	DNA	1068	92				
2001				92	Unrated	Single	Species Tree
2000	Standard	2053	28				
2000				28	Unrated	Consensus	Species Tree
2001	DNA	572	21				
2001	DNA	703	19				
2001	Standard	45	25				
2001	DNA	703	12				
2001				21	Unrated	Single	Species Tree
2001				12	Unrated	Single	Species Tree
2001				19	Unrated	Single	Species Tree
2001				25	Unrated	Single	Species Tree
2001	DNA	414	30				
2001	DNA	1047	30				
2001	DNA	773	30				
2001	DNA	573	30				
2001				29	Unrated	Consensus	Species Tree
2001				30	Unrated	Consensus	Species Tree
2001				30	Unrated	Consensus	Species Tree
2001				30	Unrated	Single	Species Tree
2001				28	Unrated	Consensus	Species Tree
2001				29	Unrated	Consensus	Species Tree
2001	DNA	806	40				
2001	DNA	1	45				
2001	DNA	3660	27				
2001	DNA	893	41				
2001				41	Unrated	Single	Species Tree
2001				40	Unrated	Single	Species Tree
2001				27	Unrated	Single	Species Tree
2001				45	Unrated	Single	Species Tree
1999	DNA	1360	66				
1999				66	Unrated	Single	Species Tree
1999				66	Unrated	Consensus	Species Tree
2001	DNA	2062	82				
2001	Protein	714	55				
2001	DNA	1660	43				
2001				82	Unrated	Single	Species Tree
2001				43	Unrated	Single	Species Tree
2001				55	Unrated	Single	Species Tree
2001	DNA	620	14				
2001	DNA	393	91				
2001				14	Unrated	Single	Species Tree
2001				91	Unrated	Single	Species Tree
2001	DNA	513	54				
2001	DNA	1183	43				
2001				43	Unrated	Consensus	Species Tree
2001				54	Unrated	Consensus	Species Tree
2001				43	Unrated	Consensus	Species Tree
2001	DNA	476	42				
2001	DNA	871	29				
2001	DNA	185	42				
2001				42	Unrated	Single	Species Tree
2001				29	Unrated	Single	Species Tree
2001				42	Unrated	Single	Species Tree
2001	DNA	643	16				
2001	DNA	811	74				
2001	DNA	811	38				
2001				19	Unrated	Single	Species Tree
2001				18	Unrated	Single	Species Tree
2001				36	Unrated	Single	Species Tree
2001				17	Unrated	Single	Species Tree
2001				16	Unrated	Single	Species Tree
2001	Standard	1218	52				
2001	Standard	48	39				
2001	DNA	2648	30				
2001	DNA	1430	37				
2001				39	Unrated	Single	Species Tree
2001				30	Unrated	Single	Species Tree
2001				37	Unrated	Single	Species Tree
2001				52	Unrated	Single	Species Tree
2001	DNA	900	40				
2001				40	Unrated	Single	Species Tree
2001	Protein	485	40				
2001				40	Unrated	Single	Species Tree
2001				40	Unrated	Single	Species Tree
2001				40	Unrated	Single	Species Tree
2001	DNA	3743	12				
2001				12	Unrated	Single	Species Tree
2002	DNA	413	47				
2002				47	Unrated	Single	Species Tree
2001	DNA	400	11				
2001				11	Unrated	Single	Species Tree
2001	DNA	697	26				
2001				26	Unrated	Single	Species Tree
2001	DNA	1434	20				
2001	DNA	1420	18				
2001	DNA	1165	16				
2001				18	Unrated	Single	Species Tree
2001				20	Unrated	Single	Species Tree
2001				20	Unrated	Single	Species Tree
2001				16	Unrated	Single	Species Tree
2002	DNA	721	21				
2002	DNA	1774	8				
2002				8	Unrated	Single	Species Tree
2002				21	Unrated	Single	Species Tree
2001	DNA	532	18				
2001				18	Unrated	Single	Species Tree
2000	DNA	1148	32				
2000				32	Unrated	Single	Species Tree
2002	DNA	1402	33				
2002	DNA	733	82				
2002				82	Unrated	Consensus	Species Tree
2002				33	Unrated	Consensus	Species Tree
2001	DNA	610	21				
2001				21	Unrated	Single	Species Tree
2001	Protein	13141	9				
2001	Protein	12647	9				
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001	DNA	997	71				
2001				41	Unrated	Single	Species Tree
2001				42	Unrated	Single	Species Tree
2001				71	Unrated	Single	Species Tree
2001	DNA	2684	135				
2001	DNA	1193	158				
2001	DNA	3559	15				
2001	DNA	355	155				
2001				128	Unrated	Single	Species Tree
2001				15	Unrated	Single	Species Tree
2001				112	Unrated	Single	Species Tree
2001				15	Unrated	Single	Species Tree
2001				155	Unrated	Single	Species Tree
2001				158	Unrated	Single	Species Tree
2001	DNA	1193	31				
2001				31	Unrated	Consensus	Species Tree
2001	DNA	1056	39				
2001				37	Unrated	Consensus	Species Tree
2001				36	Unrated	Single	Species Tree
2001	DNA	670	17				
2001				17	Unrated	Single	Species Tree
2001	DNA	191	21				
2001	DNA	163	19				
2001				21	Unrated	Single	Species Tree
2001				19	Unrated	Single	Species Tree
2002	DNA	689	30				
2002	DNA	225	43				
2002				43	Unrated	Consensus	Species Tree
2002				30	Unrated	Single	Species Tree
2001	DNA	750	50				
2001	DNA	1669	47				
2001	Standard	3460	33				
2001	Standard	17	33				
2001	DNA	1045	57				
2001				57	Unrated	Consensus	Species Tree
2001				47	Unrated	Consensus	Species Tree
2001				33	Unrated	Consensus	Species Tree
2001				50	Unrated	Consensus	Species Tree
2001				33	Unrated	Consensus	Species Tree
2001	Standard	991	24				
2001				24	Unrated	Single	Species Tree
2001				24	Unrated	Single	Species Tree
2001				24	Unrated	Single	Species Tree
1991	Standard	67	43				
1991				43	Unrated	Single	Species Tree
2002	DNA	963	63				
2002	DNA	935	16				
2002				16	Unrated	Single	Species Tree
2002				63	Unrated	Single	Species Tree
2002				63	Unrated	Single	Species Tree
2002	DNA	685	114				
2002	Standard	685	116				
2002	DNA	680	62				
2002				62	Unrated	Single	Species Tree
2002				116	Unrated	Single	Species Tree
2002				62	Unrated	Single	Species Tree
2002				116	Unrated	Single	Species Tree
2002				114	Unrated	Consensus	Species Tree
2002				114	Unrated	Single	Species Tree
2001	DNA	494	10				
2001				10	Unrated	Single	Species Tree
2002	DNA	614	41				
2002				41	Unrated	Consensus	Species Tree
2002				41	Unrated	Single	Species Tree
2001	DNA	835	10				
2001				10	Unrated	Single	Species Tree
2001	DNA	3800	93				
2001				82	Unrated	Single	Species Tree
2001				82	Unrated	Single	Species Tree
2001				93	Unrated	Single	Species Tree
2001				93	Unrated	Single	Species Tree
2001	DNA	2829	40				
2001	DNA	632	40				
2001	DNA	2119	40				
2001				40	Unrated	Single	Species Tree
2001				40	Unrated	Single	Species Tree
2001				40	Unrated	Consensus	Species Tree
2001				40	Unrated	Consensus	Species Tree
2001				40	Unrated	Single	Species Tree
2001				40	Unrated	Consensus	Species Tree
2001	DNA	1002	57				
2001	DNA	939	60				
2001	DNA	2996	60				
2001	DNA	1014	60				
2001				59	Unrated	Consensus	Species Tree
2001				60	Unrated	Single	Species Tree
2001				57	Unrated	Consensus	Species Tree
2001				60	Unrated	Consensus	Species Tree
2001	Standard	175	41				
2001				41	Unrated	Single	Species Tree
2002	DNA	172	44				
2002				44	Unrated	Single	Species Tree
2001	DNA	956	28				
2001				28	Unrated	Single	Species Tree
2002	DNA	1161	52				
2002				52	Unrated	Single	Species Tree
2002	DNA	932	20				
2002	DNA	1398	20				
2002	Protein	466	20				
2002	DNA	1398	20				
2002				20	Unrated	Single	Species Tree
2002				20	Unrated	Single	Species Tree
2002				20	Unrated	Single	Species Tree
2002				20	Unrated	Single	Species Tree
2002	Standard	848	35				
2002				35	Unrated	Single	Species Tree
2002	DNA	494	15				
2002	DNA	705	29				
2002	DNA	335	19				
2002				29	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002				19	Unrated	Single	Species Tree
2002				19	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002				15	Unrated	Single	Species Tree
2002				19	Unrated	Single	Species Tree
2002				15	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002				19	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
1999	DNA	2555	78				
1999				61	Unrated	Single	Species Tree
1999				61	Unrated	Single	Species Tree
1999				61	Unrated	Single	Species Tree
2001	DNA	1099	77				
2001				77	Unrated	Single	Species Tree
2001	DNA	4666	12				
2001				10	Unrated	Single	Species Tree
2001				11	Unrated	Single	Species Tree
2001				9	Unrated	Single	Species Tree
2001				10	Unrated	Single	Species Tree
2001				12	Unrated	Single	Species Tree
2002	DNA	570	8				
2002	DNA	317	8				
2002				8	Unrated	Single	Species Tree
2002				8	Unrated	Single	Species Tree
2002	DNA	1871	67				
2002				67	Unrated	Consensus	Species Tree
2002				67	Unrated	Single	Species Tree
2001	DNA	509	41				
2001	DNA	679	54				
2001				54	Unrated	Single	Species Tree
2001				41	Unrated	Single	Species Tree
2002	DNA	649	14				
2002				14	Unrated	Single	Species Tree
2002				14	Unrated	Single	Species Tree
2001	Standard	6	297				
2001	DNA	2021	297				
2001				297	Unrated	Single	Species Tree
2002	DNA	630	8				
2002	DNA	988	26				
2002				8	Unrated	Single	Species Tree
2002				16	Unrated	Single	Species Tree
2001	DNA	1864	44				
2001				44	Unrated	Single	Species Tree
2001	Protein	914	10				
2001	DNA	950	24				
2001	DNA	1133	50				
2001	DNA	2029	24				
2001				10	Unrated	Single	Species Tree
2001				24	Unrated	Single	Species Tree
2001				50	Unrated	Consensus	Species Tree
2001				24	Unrated	Single	Species Tree
2001	DNA	3759	46				
2001				46	Unrated	Single	Species Tree
2001				46	Unrated	Single	Species Tree
2001				46	Unrated	Single	Species Tree
2002	DNA	3358	30				
2002				30	Unrated	Single	Species Tree
2002	DNA	1880	25				
2002	DNA	1253	27				
2002				27	Unrated	Consensus	Species Tree
2002				25	Unrated	Consensus	Species Tree
2002	DNA	2345	13				
2002				13	Unrated	Single	Species Tree
2002	DNA	634	29				
2002				29	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002	DNA	1006	20				
2002	DNA	513	20				
2002				20	Unrated	Single	Species Tree
2002				20	Unrated	Single	Species Tree
2002	DNA	524	34				
2002	DNA	563	70				
2002				70	Unrated	Single	Species Tree
2002				34	Unrated	Single	Species Tree
2002	DNA	814	33				
2002	DNA	1794	35				
2002				33	Unrated	Consensus	Species Tree
2002				35	Unrated	Consensus	Species Tree
2002				33	Unrated	Consensus	Species Tree
2001	DNA	3187	21				
2001				21	Unrated	Single	Species Tree
2001				21	Unrated	Single	Species Tree
2002	DNA	765	95				
2002				95	Unrated	Consensus	Species Tree
2001	Standard	17	14				
2001				14	Unrated	Single	Species Tree
2002	DNA	3076	31				
2002				31	Unrated	Consensus	Species Tree
2002				31	Unrated	Single	Species Tree
2001	DNA	9237	40				
2001				19	Unrated	Single	Species Tree
2001				40	Unrated	Single	Species Tree
2001				19	Unrated	Consensus	Species Tree
2001				19	Unrated	Consensus	Species Tree
2001				19	Unrated	Single	Species Tree
2001				40	Unrated	Consensus	Species Tree
2001				40	Unrated	Consensus	Species Tree
2001				19	Unrated	Single	Species Tree
2001				40	Unrated	Consensus	Species Tree
2002	DNA	502	59				
2002				59	Unrated	Single	Species Tree
2001	DNA	2233	120				
2001				120	Unrated	Consensus	Species Tree
2002	DNA	697	89				
2002				89	Unrated	Consensus	Species Tree
2002	DNA	525	11				
2002				11	Unrated	Single	Species Tree
2001	Standard	793	25				
2001	Standard	1342	6				
2001	DNA	779	25				
2001	DNA	1072	25				
2001	Standard	815	22				
2001	Standard	22	22				
2001				25	Unrated	Single	Species Tree
2001				25	Unrated	Consensus	Species Tree
2001				22	Unrated	Single	Species Tree
2001				25	Unrated	Single	Species Tree
2001				25	Unrated	Consensus	Species Tree
2001				25	Unrated	Single	Species Tree
2001				25	Unrated	Consensus	Species Tree
2001				22	Unrated	Single	Species Tree
2001				22	Unrated	Consensus	Species Tree
2001				22	Unrated	Single	Species Tree
2001				25	Unrated	Single	Species Tree
2001				22	Unrated	Single	Species Tree
2001				22	Unrated	Consensus	Species Tree
2001				22	Unrated	Single	Species Tree
2001				22	Unrated	Single	Species Tree
2001				22	Unrated	Single	Species Tree
2001				25	Unrated	Consensus	Species Tree
2002	DNA	1573	22				
2002	DNA	859	12				
2002	DNA	2432	9				
2002				9	Unrated	Single	Species Tree
2002				22	Unrated	Consensus	Species Tree
2002				12	Unrated	Single	Species Tree
2002	Standard	2434	21				
2002				21	Unrated	Single	Species Tree
2002	DNA	1226	44				
2002				44	Unrated	Single	Species Tree
2002	Standard	8	5				
2002	Standard	5	10				
2002	Standard	4	22				
2002	Standard	461	209				
2002	Standard	23	8				
2002	Standard	58	64				
2002	Standard	243	109				
2002	Standard	55	84				
2002	Standard	125	80				
2002	Standard	22	58				
2002	Standard	14	12				
2002	Standard	8	16				
2002	Standard	85	66				
2002	Standard	4	5				
2002	Standard	630	141				
2002	Standard	113	47				
2002				47	Unrated	Consensus	Species Tree
2002				22	Unrated	Single	Species Tree
2002				84	Unrated	Consensus	Species Tree
2002				80	Unrated	Consensus	Species Tree
2002				209	Unrated	Consensus	Species Tree
2002				8	Unrated	Consensus	Species Tree
2002				16	Unrated	Single	Species Tree
2002				12	Unrated	Consensus	Species Tree
2002				58	Unrated	Consensus	Species Tree
2002				141	Unrated	Consensus	Species Tree
2002				109	Unrated	Consensus	Species Tree
2002				5	Unrated	Single	Species Tree
2002				10	Unrated	Single	Species Tree
2002				66	Unrated	Consensus	Species Tree
2002				64	Unrated	Consensus	Species Tree
2002				5	Unrated	Consensus	Species Tree
2002	DNA	933	54				
2002				54	Unrated	Single	Species Tree
2001	DNA	2084	107				
2001				107	Unrated	Consensus	Species Tree
2002	DNA	1580	31				
2002	DNA	1275	27				
2002				27	Unrated	Single	Species Tree
2002				31	Unrated	Single	Species Tree
2002				27	Unrated	Single	Species Tree
2002				27	Unrated	Single	Species Tree
2002				31	Unrated	Single	Species Tree
2002				27	Unrated	Single	Species Tree
2002				27	Unrated	Single	Species Tree
2002				27	Unrated	Single	Species Tree
2002				27	Unrated	Single	Species Tree
2002				27	Unrated	Single	Species Tree
2002				31	Unrated	Single	Species Tree
2002	Standard	9	175				
2002	Standard	1	10				
2002				10	Unrated	Single	Species Tree
2002				175	Unrated	Single	Species Tree
2002	DNA	435	13				
2002				13	Unrated	Single	Species Tree
1999	DNA	618	19				
1999	DNA	327	28				
1999				28	Unrated	Single	Species Tree
1999				19	Unrated	Single	Species Tree
2002	DNA	696	30				
2002	DNA	552	33				
2002	DNA	2310	27				
2002	DNA	866	30				
2002				30	Unrated	Single	Species Tree
2002				30	Unrated	Single	Species Tree
2002				33	Unrated	Single	Species Tree
2002				27	Unrated	Single	Species Tree
2002	Standard	112	17				
2002	DNA	931	23				
2002				23	Unrated	Single	Species Tree
2002				17	Unrated	Single	Species Tree
2001	DNA	3957	38				
2001	DNA	3957	52				
2001				52	Unrated	Single	Species Tree
2001				38	Unrated	Single	Species Tree
2001				52	Unrated	Single	Species Tree
2001				52	Unrated	Single	Species Tree
2002	DNA	830	12				
2002	DNA	1053	26				
2002	DNA	675	62				
2002				62	Unrated	Single	Species Tree
2002				62	Unrated	Single	Species Tree
2002				12	Unrated	Single	Species Tree
2002				62	Unrated	Consensus	Species Tree
2002				26	Unrated	Single	Species Tree
2002	DNA	5270	16				
2002				16	Unrated	Consensus	Species Tree
2002				16	Unrated	Consensus	Species Tree
2002				16	Unrated	Single	Species Tree
2001	DNA	1178	13				
2001	DNA	1196	13				
2001				13	Unrated	Single	Species Tree
2001				13	Unrated	Consensus	Species Tree
2002	DNA	1765	10				
2002	DNA	1252	23				
2002				10	Unrated	Single	Species Tree
2002				23	Unrated	Single	Species Tree
2002	DNA	2397	109				
2002	DNA	2456	109				
2002				109	Unrated	Consensus	Species Tree
2002				109	Unrated	Consensus	Species Tree
2002	DNA	2121	29				
2002	DNA	2153	29				
2002				29	Unrated	Consensus	Species Tree
2002				29	Unrated	Consensus	Species Tree
2001	DNA	632	83				
2001				83	Unrated	Single	Species Tree
2002	DNA	925	42				
2002				42	Unrated	Single	Species Tree
2002	DNA	604	37				
2002				37	Unrated	Single	Species Tree
2002	DNA	5923	119				
2002				119	Unrated	Single	Species Tree
1989	Standard	5	13				
1989				13	Unrated	Single	Species Tree
2002	DNA	1866	46				
2002				46	Unrated	Single	Species Tree
2002	DNA	1701	57				
2002	DNA	474	26				
2002				56	Unrated	Single	Species Tree
2002				56	Unrated	Single	Species Tree
2002				56	Unrated	Single	Species Tree
2002				56	Unrated	Single	Species Tree
2002				25	Unrated	Single	Species Tree
2002	Standard	188	122				
2002				122	Unrated	Consensus	Species Tree
2002				122	Unrated	Consensus	Species Tree
2003	DNA	990	36				
2003	DNA	2079	33				
2003				33	Unrated	Consensus	Species Tree
2003				36	Unrated	Consensus	Species Tree
2002	DNA	1215	22				
2002				22	Unrated	Single	Species Tree
2003	Standard	176	28				
2003				27	Unrated	Single	Species Tree
2000	DNA	1566	7				
2000				7	Unrated	Consensus	Species Tree
2000				7	Unrated	Single	Species Tree
2001	DNA	859	106				
2001	DNA	859	29				
2001	DNA	859	31				
2001				31	Unrated	Single	Species Tree
2001				106	Unrated	Single	Species Tree
2001				29	Unrated	Single	Species Tree
2002	DNA	2184	18				
2002	DNA	782	18				
2002	DNA	1402	18				
2002				18	Unrated	Single	Species Tree
2002				18	Unrated	Single	Species Tree
2002				18	Unrated	Single	Species Tree
1991	Standard	46	44				
1991				44	Unrated	Consensus	Species Tree
1991				44	Unrated	Single	Species Tree
2001	Standard	97	49				
2001				40	Unrated	Consensus	Species Tree
2001				49	Unrated	Consensus	Species Tree
2002	DNA	1350	30				
2002				30	Unrated	Single	Species Tree
2002				30	Unrated	Single	Species Tree
2002				30	Unrated	Single	Species Tree
2002				30	Unrated	Single	Species Tree
2003	DNA	1822	35				
2003				35	Unrated	Single	Species Tree
2003				35	Unrated	Single	Species Tree
2003				35	Unrated	Single	Species Tree
2003				35	Unrated	Single	Species Tree
2003				32	Unrated	Single	Species Tree
2003				35	Unrated	Single	Species Tree
2003	DNA	638	20				
2003				20	Unrated	Single	Species Tree
2002	DNA	1720	28				
2002				28	Unrated	Single	Species Tree
2002	DNA	614	41				
2002	DNA	687	40				
2002				40	Unrated	Single	Species Tree
2002				41	Unrated	Single	Species Tree
2001	DNA	1769	34				
2001				34	Unrated	Consensus	Species Tree
2002	Standard	1540	29				
2002				29	Unrated	Single	Species Tree
2003	DNA	549	55				
2003				55	Unrated	Single	Species Tree
2003				55	Unrated	Consensus	Species Tree
2002	DNA	861	66				
2002				66	Unrated	Single	Species Tree
2002	DNA	637	50				
2002				50	Unrated	Single	Species Tree
2002	DNA	2119	120				
2002				120	Unrated	Single	Species Tree
2002				120	Unrated	Consensus	Species Tree
2001	DNA	1106	22				
2001				22	Unrated	Consensus	Species Tree
2001				22	Unrated	Single	Species Tree
2002	DNA	1945	23				
2002				23	Unrated	Single	Species Tree
2003	Standard	147	45				
2003				45	Unrated	Consensus	Species Tree
2002	Protein	11181	73				
2002				73	Unrated	Consensus	Species Tree
2002	DNA	653	53				
2002	DNA	656	18				
2002				18	Unrated	Single	Species Tree
2002				40	Unrated	Single	Species Tree
2002				52	Unrated	Single	Species Tree
2002				40	Unrated	Single	Species Tree
2002	DNA	751	95				
2002				95	Unrated	Consensus	Species Tree
2002	Standard	33	21				
2002				21	Unrated	Single	Species Tree
2002	DNA	2031	28				
2002				28	Unrated	Consensus	Species Tree
1990	Standard	10	7				
1990				7	Unrated	Single	Species Tree
2002	DNA	605	60				
2002				60	Unrated	Single	Species Tree
2002				60	Unrated	Consensus	Species Tree
2002	DNA	761	6				
2002	DNA	442	13				
2002	DNA	800	16				
2002				6	Unrated	Single	Species Tree
2002				13	Unrated	Consensus	Species Tree
2002				16	Unrated	Single	Species Tree
2003	DNA	597	48				
2003				48	Unrated	Single	Species Tree
1999	Standard	897	132				
1999				132	Unrated	Consensus	Species Tree
2001	Standard	3021	95				
2001				95	Unrated	Consensus	Species Tree
1998	DNA	1668	49				
1998				49	Unrated	Consensus	Species Tree
2001	DNA	672	61				
2001	DNA	728	103				
2001				103	Unrated	Consensus	Species Tree
2001				61	Unrated	Consensus	Species Tree
2000	DNA	716	96				
2000	DNA	2851	41				
2000				96	Unrated	Consensus	Species Tree
2000				41	Unrated	Consensus	Species Tree
2001	DNA	775	122				
2001				122	Unrated	Consensus	Species Tree
2001				122	Unrated	Single	Species Tree
2002	DNA	617	24				
2002	DNA	1866	24				
2002				24	Unrated	Single	Species Tree
2002				24	Unrated	Single	Species Tree
1990	Standard	29	33				
1990				32	Unrated	Single	Species Tree
2000	DNA	3277	62				
2000				62	Unrated	Consensus	Species Tree
2002	DNA	633	42				
2002	DNA	773	72				
2002	DNA	624	40				
2002				42	Unrated	Single	Species Tree
2002				72	Unrated	Single	Species Tree
2002				40	Unrated	Single	Species Tree
2002	DNA	719	80				
2002	DNA	1957	80				
2002	DNA	2675	80				
2002				80	Unrated	Consensus	Species Tree
